id,language,sentence,tokenized_sentence,expression,category,indices
8030,it,Ha voltato la faccia quando gli ho chiesto un favore.,"['Ha', 'voltato', 'la', 'faccia', 'quando', 'gli', 'ho', 'chiesto', 'un', 'favore', '.']",Voltare la faccia,idiomatic,"[1, 3]"
8031,it,"Prendi le sue parole con le pinze, ci resterai meno male","['Prendi', 'le', 'sue', 'parole', 'con', 'le', 'pinze', ',', 'ci', 'resterai', 'meno', 'male']",Prendere con le pinze,idiomatic,"[0, 4, 1, 6]"
8032,it,Il detective brancolava da mesi nel buio senza mai trovare un indizio,"['Il', 'detective', 'brancolava', 'da', 'mesi', 'nel', 'buio', 'senza', 'mai', 'trovare', 'un', 'indizio']",Brancolare nel buio,idiomatic,"[2, 5, 6]"
8033,it,"Non voglio darti corda, non mi fido di te","['Non', 'voglio', 'darti', 'corda', ',', 'non', 'mi', 'fido', 'di', 'te']",dare corda,idiomatic,"[2, 3]"
8034,it,"Devi impegnarti di più, altrimenti non riuscirai a portare a casa nulla di buono.","['Devi', 'impegnarti', 'di', 'più', ',', 'altrimenti', 'non', 'riuscirai', 'a', 'portare', 'a', 'casa', 'nulla', 'di', 'buono', '.']",Portare a casa,idiomatic,"[9, 8, 11]"
8035,it,"Bolle in pentola qualcosa da quando la Germania, che era stata la prima della classe nella gestione Covid, ha cambiato narrazione.","['Bolle', 'in', 'pentola', 'qualcosa', 'da', 'quando', 'la', 'Germania', ',', 'che', 'era', 'stata', 'la', 'prima', 'della', 'classe', 'nella', 'gestione', 'Covid', ',', 'ha', 'cambiato', 'narrazione', '.']",Bollire in pentola,idiomatic,"[0, 1, 2]"
8036,it,"Diamogli corda, magari alla fine ci darà quello che vogliamo.","['Diamogli', 'corda', ',', 'magari', 'alla', 'fine', 'ci', 'darà', 'quello', 'che', 'vogliamo', '.']",dare corda,idiomatic,"[7, 1]"
8037,it,Guarda che chi ha le mani lunghe non la passa liscia,"['Guarda', 'che', 'chi', 'ha', 'le', 'mani', 'lunghe', 'non', 'la', 'passa', 'liscia']",Aver le mani lunghe,idiomatic,"[3, 4, 5, 6]"
8038,it,"""Avere il becco lungo può creare problemi""","['``', 'Avere', 'il', 'becco', 'lungo', 'può', 'creare', 'problemi', ""''""]",Avere il becco lungo,idiomatic,"[1, 2, 3, 4]"
8039,it,Le si leggeva in faccia che brancolava nel buio e non sapeva nulla della vicenda,"['Le', 'si', 'leggeva', 'in', 'faccia', 'che', 'brancolava', 'nel', 'buio', 'e', 'non', 'sapeva', 'nulla', 'della', 'vicenda']",Brancolare nel buio,idiomatic,"[6, 7, 8]"
8040,it,Voltiamo la faccia ai professori quando parlano e loro pensano che siamo irrispettosi,"['Voltiamo', 'la', 'faccia', 'ai', 'professori', 'quando', 'parlano', 'e', 'loro', 'pensano', 'che', 'siamo', 'irrispettosi']",Voltare la faccia,literal,[-1]
8041,it,Ho raggiunto finalmente il mio bersaglio impegnandomi moltissimo,"['Ho', 'raggiunto', 'finalmente', 'il', 'mio', 'bersaglio', 'impegnandomi', 'moltissimo']",Raggiungere il bersaglio,idiomatic,"[1, 3, 5]"
8042,it,Durante il mio viaggio in Africa ho visto tantissimi uccelli che avevano in becco molto lungo,"['Durante', 'il', 'mio', 'viaggio', 'in', 'Africa', 'ho', 'visto', 'tantissimi', 'uccelli', 'che', 'avevano', 'in', 'becco', 'molto', 'lungo']",Avere il becco lungo,literal,[-1]
8043,it,In quel periodo di crisi perfino i ricchi si ritrovarono a brancolare nel buio,"['In', 'quel', 'periodo', 'di', 'crisi', 'perfino', 'i', 'ricchi', 'si', 'ritrovarono', 'a', 'brancolare', 'nel', 'buio']",Brancolare nel buio,idiomatic,"[11, 12, 13]"
8044,it,Mi ha voltato la faccia e ha cambiato strada,"['Mi', 'ha', 'voltato', 'la', 'faccia', 'e', 'ha', 'cambiato', 'strada']",Voltare la faccia,idiomatic,"[2, 4]"
8045,it,Non ha raggiunto il bersaglio e la nostra squadra ha perso la partita,"['Non', 'ha', 'raggiunto', 'il', 'bersaglio', 'e', 'la', 'nostra', 'squadra', 'ha', 'perso', 'la', 'partita']",Raggiungere il bersaglio,literal,[-1]
8046,it,"Sono delle lucine davvero luminose, ma non si accendono perché hanno le batterie scariche","['Sono', 'delle', 'lucine', 'davvero', 'luminose', ',', 'ma', 'non', 'si', 'accendono', 'perché', 'hanno', 'le', 'batterie', 'scariche']",Avere le batterie scariche,literal,[-1]
8047,it,Mio figlio ha l'abitudine di brancolare nel buio per fare lo spuntino notturno,"['Mio', 'figlio', 'ha', ""l'abitudine"", 'di', 'brancolare', 'nel', 'buio', 'per', 'fare', 'lo', 'spuntino', 'notturno']",Brancolare nel buio,literal,[-1]
8048,it,Sto brancolando nel buio alla ricerca del posacenere,"['Sto', 'brancolando', 'nel', 'buio', 'alla', 'ricerca', 'del', 'posacenere']",Brancolare nel buio,literal,[-1]
8049,it,Il mestolo che hai in mano non l'ho mai visto prima,"['Il', 'mestolo', 'che', 'hai', 'in', 'mano', 'non', ""l'ho"", 'mai', 'visto', 'prima']",Avere il mestolo in mano,literal,[-1]
8050,it,Quell'uomo ha il becco troppo lungo per i miei gusti,"[""Quell'uomo"", 'ha', 'il', 'becco', 'troppo', 'lungo', 'per', 'i', 'miei', 'gusti']",Avere il becco lungo,idiomatic,"[1, 2, 3, 5]"
8051,it,Apro gli occhi nonostante la luce,"['Apro', 'gli', 'occhi', 'nonostante', 'la', 'luce']",aprire gli occhi,literal,[-1]
8052,it,"I poliziotti avevano scelto la pista sbagliata, erano su un binario morto","['I', 'poliziotti', 'avevano', 'scelto', 'la', 'pista', 'sbagliata', ',', 'erano', 'su', 'un', 'binario', 'morto']",Essere su un binario morto,idiomatic,"[8, 9, 10, 11, 12]"
8053,it,Mai voltare la faccia a chi ti vuole bene,"['Mai', 'voltare', 'la', 'faccia', 'a', 'chi', 'ti', 'vuole', 'bene']",Voltare la faccia,idiomatic,"[1, 3]"
8054,it,"Ti ho chiesto di prendere le pinze con la punta di gomma, non piatta!","['Ti', 'ho', 'chiesto', 'di', 'prendere', 'le', 'pinze', 'con', 'la', 'punta', 'di', 'gomma', ',', 'non', 'piatta', '!']",Prendere con le pinze,literal,[-1]
8055,it,"Tutti vorrebbero avere il mestolo in mano, ma in realtà comando io","['Tutti', 'vorrebbero', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'ma', 'in', 'realtà', 'comando', 'io']",Avere il mestolo in mano,idiomatic,"[2, 3, 4, 5, 6]"
8056,it,"Se mi attacca un bottone, saprò ringraziarlo.","['Se', 'mi', 'attacca', 'un', 'bottone', ',', 'saprò', 'ringraziarlo', '.']",Attaccare bottone,literal,[-1]
8057,it,mi hai chiamato e ho voltato la faccia,"['mi', 'hai', 'chiamato', 'e', 'ho', 'voltato', 'la', 'faccia']",Voltare la faccia,literal,[-1]
8058,it,Quanto pagheresti per avere il mestolo in mano e decidere tu per tutti?,"['Quanto', 'pagheresti', 'per', 'avere', 'il', 'mestolo', 'in', 'mano', 'e', 'decidere', 'tu', 'per', 'tutti', '?']",Avere il mestolo in mano,idiomatic,"[3, 4, 5, 6, 7]"
8059,it,Dorme tutto il giorno e poi si lamenta di non aver raggiunto il suo bersaglio,"['Dorme', 'tutto', 'il', 'giorno', 'e', 'poi', 'si', 'lamenta', 'di', 'non', 'aver', 'raggiunto', 'il', 'suo', 'bersaglio']",Raggiungere il bersaglio,idiomatic,"[11, 2, 14]"
8060,it,Ops ho dimenticato di gettare la spugna sporca di trucco.,"['Ops', 'ho', 'dimenticato', 'di', 'gettare', 'la', 'spugna', 'sporca', 'di', 'trucco', '.']",Gettare la spugna,literal,[-1]
8061,it,"Non voglio brancolare nel buio, accendi la luce","['Non', 'voglio', 'brancolare', 'nel', 'buio', ',', 'accendi', 'la', 'luce']",Brancolare nel buio,literal,[-1]
8062,it,Non sopporto proprio coloro che hanno il mestolo in mano.,"['Non', 'sopporto', 'proprio', 'coloro', 'che', 'hanno', 'il', 'mestolo', 'in', 'mano', '.']",Avere il mestolo in mano,idiomatic,"[5, 6, 7, 8, 9]"
8063,it,Portare a casa un risultato è l'unica cosa che conta,"['Portare', 'a', 'casa', 'un', 'risultato', 'è', ""l'unica"", 'cosa', 'che', 'conta']",Portare a casa,idiomatic,"[0, 1, 2]"
8064,it,Ha il mestolo sempre in mano,"['Ha', 'il', 'mestolo', 'sempre', 'in', 'mano']",Avere il mestolo in mano,literal,[-1]
8065,it,Getta la spugna sporca di trucca per favore.,"['Getta', 'la', 'spugna', 'sporca', 'di', 'trucca', 'per', 'favore', '.']",Gettare la spugna,literal,[-1]
8066,it,Prendere le cose con le pinze gli permette di fare bene il suo lavoro,"['Prendere', 'le', 'cose', 'con', 'le', 'pinze', 'gli', 'permette', 'di', 'fare', 'bene', 'il', 'suo', 'lavoro']",Prendere con le pinze,literal,[-1]
8067,it,dove hai messo la corda che ti ho dato?,"['dove', 'hai', 'messo', 'la', 'corda', 'che', 'ti', 'ho', 'dato', '?']",dare corda,literal,[-1]
8068,it,Se sei sempre tra i piedi non  riesco a finire la telefonata.,"['Se', 'sei', 'sempre', 'tra', 'i', 'piedi', 'non', 'riesco', 'a', 'finire', 'la', 'telefonata', '.']",essere tra i piedi,idiomatic,"[1, 3, 4, 5]"
8069,it,Quella ragazza ha le mani lunghe e affusolate,"['Quella', 'ragazza', 'ha', 'le', 'mani', 'lunghe', 'e', 'affusolate']",Aver le mani lunghe,literal,[-1]
8070,it,"Non voglio brancolare nel buio, accendi la luce","['Non', 'voglio', 'brancolare', 'nel', 'buio', ',', 'accendi', 'la', 'luce']",Brancolare nel buio,literal,[-1]
8071,it,Hai gettato per l'ennesima volta la spugna,"['Hai', 'gettato', 'per', ""l'ennesima"", 'volta', 'la', 'spugna']",Gettare la spugna,idiomatic,"[1, 5, 6]"
8072,it,"Non posso buttare tutto ciò per cui ho lavorato al vento, devo impegnarmi di più.","['Non', 'posso', 'buttare', 'tutto', 'ciò', 'per', 'cui', 'ho', 'lavorato', 'al', 'vento', ',', 'devo', 'impegnarmi', 'di', 'più', '.']",Buttare al vento,idiomatic,"[2, 9, 10]"
8073,it,Portare il risultato a casa è quel che conta,"['Portare', 'il', 'risultato', 'a', 'casa', 'è', 'quel', 'che', 'conta']",Portare a casa,idiomatic,"[0, 3, 4]"
8074,it,"Laura è contenta perché finalmente i è laureata, ha raggiunto il suo bersaglio","['Laura', 'è', 'contenta', 'perché', 'finalmente', 'i', 'è', 'laureata', ',', 'ha', 'raggiunto', 'il', 'suo', 'bersaglio']",Raggiungere il bersaglio,idiomatic,"[10, 11, 13]"
8075,it,"se ordino la spesa su quel sito, me la mandano direttamente a casa","['se', 'ordino', 'la', 'spesa', 'su', 'quel', 'sito', ',', 'me', 'la', 'mandano', 'direttamente', 'a', 'casa']",mandare a casa,literal,[-1]
8076,it,vado a gettare la spugna,"['vado', 'a', 'gettare', 'la', 'spugna']",Gettare la spugna,literal,[-1]
8077,it,Oggi ho fatto costruire ai bambini una pignatta con la coda di paglia,"['Oggi', 'ho', 'fatto', 'costruire', 'ai', 'bambini', 'una', 'pignatta', 'con', 'la', 'coda', 'di', 'paglia']",Aver la coda di paglia,literal,[-1]
8078,it,Cerca di dare corda a persone intelligenti,"['Cerca', 'di', 'dare', 'corda', 'a', 'persone', 'intelligenti']",dare corda,idiomatic,"[2, 3]"
8079,it,"Ho messo dentro la friggitrice le melanzane, dai un'occhiata","['Ho', 'messo', 'dentro', 'la', 'friggitrice', 'le', 'melanzane', ',', 'dai', ""un'occhiata""]",Mettere dentro,literal,[-1]
8080,it,non puoi mandarlo a casa dopo così tanti anni di lavoro!,"['non', 'puoi', 'mandarlo', 'a', 'casa', 'dopo', 'così', 'tanti', 'anni', 'di', 'lavoro', '!']",mandare a casa,idiomatic,"[2, 3, 4]"
8081,it,"Ha gettato la spugna nella vasca, c'è acqua ovunque!","['Ha', 'gettato', 'la', 'spugna', 'nella', 'vasca', ',', 'c', ""'"", 'è', 'acqua', 'ovunque', '!']",Gettare la spugna,literal,[-1]
8082,it,"Quell’uccello ha il becco lungo, è sicuramente un tucano","['Quell', '’', 'uccello', 'ha', 'il', 'becco', 'lungo', ',', 'è', 'sicuramente', 'un', 'tucano']",Avere il becco lungo,literal,[-1]
8083,it,"Non so se avere il mestolo in mano sia una buona cosa, nel caso di Gianfranca.","['Non', 'so', 'se', 'avere', 'il', 'mestolo', 'in', 'mano', 'sia', 'una', 'buona', 'cosa', ',', 'nel', 'caso', 'di', 'Gianfranca', '.']",Avere il mestolo in mano,idiomatic,"[3, 4, 5, 6, 7]"
8084,it,Dovreste metterla una volta per tutte dentro,"['Dovreste', 'metterla', 'una', 'volta', 'per', 'tutte', 'dentro']",Mettere dentro,idiomatic,"[1, 6]"
8085,it,Non gettare la spugna proprio ora!,"['Non', 'gettare', 'la', 'spugna', 'proprio', 'ora', '!']",Gettare la spugna,idiomatic,"[1, 2, 3]"
8086,it,Il mestolo che avevi in mano era di legno o metallo?,"['Il', 'mestolo', 'che', 'avevi', 'in', 'mano', 'era', 'di', 'legno', 'o', 'metallo', '?']",Avere il mestolo in mano,literal,[-1]
8087,it,"Non piangere, non è detta l'ultima parola, puoi ancora raggiungere il tuo bersaglio","['Non', 'piangere', ',', 'non', 'è', 'detta', ""l'ultima"", 'parola', ',', 'puoi', 'ancora', 'raggiungere', 'il', 'tuo', 'bersaglio']",Raggiungere il bersaglio,idiomatic,"[11, 12, 14]"
8088,it,"Mi ha stancata con quel suo modo di fare, è sempre tra i piedi quando non ho bisogno di lui.","['Mi', 'ha', 'stancata', 'con', 'quel', 'suo', 'modo', 'di', 'fare', ',', 'è', 'sempre', 'tra', 'i', 'piedi', 'quando', 'non', 'ho', 'bisogno', 'di', 'lui', '.']",essere tra i piedi,idiomatic,"[10, 12, 13, 14]"
8089,it,Sii costante e non gettare mai la spugna,"['Sii', 'costante', 'e', 'non', 'gettare', 'mai', 'la', 'spugna']",Gettare la spugna,idiomatic,"[4, 6, 7]"
8090,it,Guardare il proprio orto è sempre buono.,"['Guardare', 'il', 'proprio', 'orto', 'è', 'sempre', 'buono', '.']",Coltivare il proprio orto,idiomatic,"[1, 2, 3]"
8091,it,Qualcosa bolle in pentola ma a Carla non importa,"['Qualcosa', 'bolle', 'in', 'pentola', 'ma', 'a', 'Carla', 'non', 'importa']",Bollire in pentola,idiomatic,"[1, 2, 3]"
8092,it,Troppo facile coltivare sempre il proprio orto e i disinteressarsi dei problemi altrui,"['Troppo', 'facile', 'coltivare', 'sempre', 'il', 'proprio', 'orto', 'e', 'i', 'disinteressarsi', 'dei', 'problemi', 'altrui']",Coltivare il proprio orto,idiomatic,"[4, 5, 6]"
8093,it,Ora vengo a gettare la spugna che non hai buttato ieri.,"['Ora', 'vengo', 'a', 'gettare', 'la', 'spugna', 'che', 'non', 'hai', 'buttato', 'ieri', '.']",Gettare la spugna,literal,[-1]
8094,it,Mi ha voltato la faccia quando mi ha vista,"['Mi', 'ha', 'voltato', 'la', 'faccia', 'quando', 'mi', 'ha', 'vista']",Voltare la faccia,literal,[-1]
8095,it,Prendere le cose con le pinze serve ad essere più precisi,"['Prendere', 'le', 'cose', 'con', 'le', 'pinze', 'serve', 'ad', 'essere', 'più', 'precisi']",Prendere con le pinze,literal,[-1]
8096,it,Ho preso la teglia con le pinze perché era troppo calda,"['Ho', 'preso', 'la', 'teglia', 'con', 'le', 'pinze', 'perché', 'era', 'troppo', 'calda']",Prendere con le pinze,literal,[-1]
8097,it,Devo portare a casa la spesa che ho appena fatto,"['Devo', 'portare', 'a', 'casa', 'la', 'spesa', 'che', 'ho', 'appena', 'fatto']",Portare a casa,idiomatic,"[1, 2, 3]"
8098,it,"Il mestolo che ho avuto ieri in regalo é davvero fantastico, anche in mano!","['Il', 'mestolo', 'che', 'ho', 'avuto', 'ieri', 'in', 'regalo', 'é', 'davvero', 'fantastico', ',', 'anche', 'in', 'mano', '!']",Avere il mestolo in mano,literal,[-1]
8099,it,Getta la spugna per i piatti nel cestino.,"['Getta', 'la', 'spugna', 'per', 'i', 'piatti', 'nel', 'cestino', '.']",Gettare la spugna,literal,[-1]
8100,it,"Devi dare una corda a Martina, così riuscirà a salvare il gattino sull'albero","['Devi', 'dare', 'una', 'corda', 'a', 'Martina', ',', 'così', 'riuscirà', 'a', 'salvare', 'il', 'gattino', ""sull'albero""]",dare corda,idiomatic,"[1, 3]"
8101,it,"Ci saranno giorni in cui perfino aprire gli occhi sembrerà faticoso, tu non mollare","['Ci', 'saranno', 'giorni', 'in', 'cui', 'perfino', 'aprire', 'gli', 'occhi', 'sembrerà', 'faticoso', ',', 'tu', 'non', 'mollare']",aprire gli occhi,literal,[-1]
8102,it,Bisogna gettare la spugna nello sgrasstaore,"['Bisogna', 'gettare', 'la', 'spugna', 'nello', 'sgrasstaore']",Gettare la spugna,literal,[-1]
8103,it,Il mestolo che ho in mano è un regalo di zia Sonia,"['Il', 'mestolo', 'che', 'ho', 'in', 'mano', 'è', 'un', 'regalo', 'di', 'zia', 'Sonia']",Avere il mestolo in mano,literal,[-1]
8104,it,Ho ancora birra in corpo per restare sveglia fino all'alba.,"['Ho', 'ancora', 'birra', 'in', 'corpo', 'per', 'restare', 'sveglia', 'fino', ""all'alba"", '.']",avere birra in corpo,idiomatic,"[0, 2, 3, 4]"
8105,it,"Il protagonista sta brancolando tutto il giorno nel buio, non sa proprio come risolvere il problema","['Il', 'protagonista', 'sta', 'brancolando', 'tutto', 'il', 'giorno', 'nel', 'buio', ',', 'non', 'sa', 'proprio', 'come', 'risolvere', 'il', 'problema']",Brancolare nel buio,idiomatic,"[3, 7, 8]"
8106,it,Non buttare al vento un'occasione così preziosa,"['Non', 'buttare', 'al', 'vento', ""un'occasione"", 'così', 'preziosa']",Buttare al vento,idiomatic,"[1, 2, 3]"
8107,it,Il mio cane stasera ha abbaiato alla luna,"['Il', 'mio', 'cane', 'stasera', 'ha', 'abbaiato', 'alla', 'luna']",abbaiare alla luna,literal,[-1]
8108,it,La tua amica ha la coda di paglia visto che è andata via senza salutare?,"['La', 'tua', 'amica', 'ha', 'la', 'coda', 'di', 'paglia', 'visto', 'che', 'è', 'andata', 'via', 'senza', 'salutare', '?']",Aver la coda di paglia,idiomatic,"[3, 4, 5, 6, 7]"
8109,it,Raggiungerò in ogni modo il mio bersaglio,"['Raggiungerò', 'in', 'ogni', 'modo', 'il', 'mio', 'bersaglio']",Raggiungere il bersaglio,idiomatic,"[0, 4, 6]"
8110,it,"Francesca credeva di avere il mestolo in mano, invece era un cucchiaio!","['Francesca', 'credeva', 'di', 'avere', 'il', 'mestolo', 'in', 'mano', ',', 'invece', 'era', 'un', 'cucchiaio', '!']",Avere il mestolo in mano,literal,[-1]
8111,it,Devi allenarti assiduamente per raggiungere il bersaglio centrale durante il torneo di freccette!,"['Devi', 'allenarti', 'assiduamente', 'per', 'raggiungere', 'il', 'bersaglio', 'centrale', 'durante', 'il', 'torneo', 'di', 'freccette', '!']",Raggiungere il bersaglio,literal,[-1]
8112,it,Prendi quello che ti sto dicendo con le pinze!,"['Prendi', 'quello', 'che', 'ti', 'sto', 'dicendo', 'con', 'le', 'pinze', '!']",Prendere con le pinze,idiomatic,"[0, 6, 7, 8]"
8113,it,Pensavo di voler gettare la spugna quando ho subito la prima delusione,"['Pensavo', 'di', 'voler', 'gettare', 'la', 'spugna', 'quando', 'ho', 'subito', 'la', 'prima', 'delusione']",Gettare la spugna,idiomatic,"[3, 4, 5]"
8114,it,Devi tenere conto del rinculo per raggiungere il bersaglio,"['Devi', 'tenere', 'conto', 'del', 'rinculo', 'per', 'raggiungere', 'il', 'bersaglio']",Raggiungere il bersaglio,literal,[-1]
8115,it,non dovresti dare ancora corda a lui,"['non', 'dovresti', 'dare', 'ancora', 'corda', 'a', 'lui']",dare corda,idiomatic,"[2, 4]"
8116,it,"Dovevo pulire la cucina, ma ho gettato la spugna sul tavolo e sono andata a dormire","['Dovevo', 'pulire', 'la', 'cucina', ',', 'ma', 'ho', 'gettato', 'la', 'spugna', 'sul', 'tavolo', 'e', 'sono', 'andata', 'a', 'dormire']",Gettare la spugna,literal,[-1]
8117,it,Le ha davvero voltato la faccia nel momento del bisogno,"['Le', 'ha', 'davvero', 'voltato', 'la', 'faccia', 'nel', 'momento', 'del', 'bisogno']",Voltare la faccia,idiomatic,"[3, 5]"
8118,it,"Ogni volta che ti rimproverano, getti sempre la spugna","['Ogni', 'volta', 'che', 'ti', 'rimproverano', ',', 'getti', 'sempre', 'la', 'spugna']",Gettare la spugna,idiomatic,"[6, 8, 9]"
8119,it,Mia sorella è sempre tra i piedi,"['Mia', 'sorella', 'è', 'sempre', 'tra', 'i', 'piedi']",essere tra i piedi,idiomatic,"[2, 4, 5, 6]"
8120,it,Il foglio è caduto tra i piedi del tavolo,"['Il', 'foglio', 'è', 'caduto', 'tra', 'i', 'piedi', 'del', 'tavolo']",essere tra i piedi,idiomatic,"[2, 4, 5, 6]"
8121,it,Devi lavorare tanto per raggiungere il bersaglio,"['Devi', 'lavorare', 'tanto', 'per', 'raggiungere', 'il', 'bersaglio']",Raggiungere il bersaglio,idiomatic,"[4, 5, 6]"
8122,it,Dormire sul treno che è su un binario morto,"['Dormire', 'sul', 'treno', 'che', 'è', 'su', 'un', 'binario', 'morto']",Essere su un binario morto,idiomatic,"[4, 5, 6, 7, 8]"
8123,it,"Carlo è un brav'uomo di famiglia, riesce a portare sempre la pagnotta a casa.","['Carlo', 'è', 'un', ""brav'uomo"", 'di', 'famiglia', ',', 'riesce', 'a', 'portare', 'sempre', 'la', 'pagnotta', 'a', 'casa', '.']",Portare a casa,idiomatic,"[9, 8, 14]"
8124,it,"Da quando sei dimagrita hai sempre le batterie scariche, sicura di star mangiando correttamente?","['Da', 'quando', 'sei', 'dimagrita', 'hai', 'sempre', 'le', 'batterie', 'scariche', ',', 'sicura', 'di', 'star', 'mangiando', 'correttamente', '?']",Avere le batterie scariche,idiomatic,"[4, 6, 7, 8]"
8125,it,Non avrei mai raggiunto il mio bersaglio senza il tuo aiuto,"['Non', 'avrei', 'mai', 'raggiunto', 'il', 'mio', 'bersaglio', 'senza', 'il', 'tuo', 'aiuto']",Raggiungere il bersaglio,idiomatic,"[3, 4, 6]"
8126,it,Ha buttato al vento una buona opportunità,"['Ha', 'buttato', 'al', 'vento', 'una', 'buona', 'opportunità']",Buttare al vento,idiomatic,"[1, 2, 3]"
8127,it,"Carla aveva sempre il mestolo in mano, la cucina era la sua passione","['Carla', 'aveva', 'sempre', 'il', 'mestolo', 'in', 'mano', ',', 'la', 'cucina', 'era', 'la', 'sua', 'passione']",Avere il mestolo in mano,literal,[-1]
8128,it,Il mozzo non diede la giusta corda al marinaio per issare l'albero maestro e si ruppe,"['Il', 'mozzo', 'non', 'diede', 'la', 'giusta', 'corda', 'al', 'marinaio', 'per', 'issare', ""l'albero"", 'maestro', 'e', 'si', 'ruppe']",dare corda,literal,[-1]
8129,it,Prima di partire ti conviene buttar giù qualcosa,"['Prima', 'di', 'partire', 'ti', 'conviene', 'buttar', 'giù', 'qualcosa']",Buttare giù,idiomatic,"[5, 6]"
8130,it,"Prendi con le pinze quello che hai letto sul giornale, alla TV hanno smentito tutto","['Prendi', 'con', 'le', 'pinze', 'quello', 'che', 'hai', 'letto', 'sul', 'giornale', ',', 'alla', 'TV', 'hanno', 'smentito', 'tutto']",Prendere con le pinze,idiomatic,"[0, 1, 2, 3]"
8131,it,Cristina non ha raggiunto il suo bersaglio perché non si è impegnata abbastanza,"['Cristina', 'non', 'ha', 'raggiunto', 'il', 'suo', 'bersaglio', 'perché', 'non', 'si', 'è', 'impegnata', 'abbastanza']",Raggiungere il bersaglio,idiomatic,"[3, 4, 6]"
8132,it,È ora di gettare la spugna,"['È', 'ora', 'di', 'gettare', 'la', 'spugna']",Gettare la spugna,idiomatic,"[3, 4, 5]"
8133,it,Alessia studiando ha portato a casa un ottimo voto,"['Alessia', 'studiando', 'ha', 'portato', 'a', 'casa', 'un', 'ottimo', 'voto']",Portare a casa,idiomatic,"[3, 4, 5]"
8134,it,"Non poteva fare altro che voltare la faccia a Roberto, le ha detto molte bugie","['Non', 'poteva', 'fare', 'altro', 'che', 'voltare', 'la', 'faccia', 'a', 'Roberto', ',', 'le', 'ha', 'detto', 'molte', 'bugie']",Voltare la faccia,idiomatic,"[5, 7]"
8135,it,La facoltà di ingegneria era troppo difficile per me ed ho gettato la spugna,"['La', 'facoltà', 'di', 'ingegneria', 'era', 'troppo', 'difficile', 'per', 'me', 'ed', 'ho', 'gettato', 'la', 'spugna']",Gettare la spugna,idiomatic,"[11, 12, 13]"
8136,it,Prendi quel filo con le pinze tonde,"['Prendi', 'quel', 'filo', 'con', 'le', 'pinze', 'tonde']",Prendere con le pinze,literal,[-1]
8137,it,Ieri ho gettato la spugna perché era vecchia,"['Ieri', 'ho', 'gettato', 'la', 'spugna', 'perché', 'era', 'vecchia']",Gettare la spugna,literal,[-1]
8138,it,Il mestolo che ho in mano è stato intagliato personalmente da mio fratello,"['Il', 'mestolo', 'che', 'ho', 'in', 'mano', 'è', 'stato', 'intagliato', 'personalmente', 'da', 'mio', 'fratello']",Avere il mestolo in mano,literal,[-1]
8139,it,"Smettila di abbaiare alla luna, sembri un cane randagio","['Smettila', 'di', 'abbaiare', 'alla', 'luna', ',', 'sembri', 'un', 'cane', 'randagio']",abbaiare alla luna,idiomatic,"[2, 3, 4]"
8140,it,Non prendere tutto quel cibo con le stesse pinze,"['Non', 'prendere', 'tutto', 'quel', 'cibo', 'con', 'le', 'stesse', 'pinze']",Prendere con le pinze,literal,[-1]
8141,it,"Mio padre sta diventando vecchio e si vede, ha sempre le batterie scariche","['Mio', 'padre', 'sta', 'diventando', 'vecchio', 'e', 'si', 'vede', ',', 'ha', 'sempre', 'le', 'batterie', 'scariche']",Avere le batterie scariche,idiomatic,"[9, 11, 12, 13]"
8142,it,Qualcosa di grosso bolle in pentola e non è sicuramente una pietanza succulenta.,"['Qualcosa', 'di', 'grosso', 'bolle', 'in', 'pentola', 'e', 'non', 'è', 'sicuramente', 'una', 'pietanza', 'succulenta', '.']",Bollire in pentola,idiomatic,"[3, 4, 5]"
8143,it,"Ho preso con le pinze la sua biancheria, non lo conosco","['Ho', 'preso', 'con', 'le', 'pinze', 'la', 'sua', 'biancheria', ',', 'non', 'lo', 'conosco']",Prendere con le pinze,literal,[-1]
8144,it,Hai lavorato sodo e poi hai buttato tutto al vento!,"['Hai', 'lavorato', 'sodo', 'e', 'poi', 'hai', 'buttato', 'tutto', 'al', 'vento', '!']",Buttare al vento,idiomatic,"[6, 8, 9]"
8145,it,"Mia nonna dice che le sono sempre tra i piedi, invece io cerco solo di aiutarla","['Mia', 'nonna', 'dice', 'che', 'le', 'sono', 'sempre', 'tra', 'i', 'piedi', ',', 'invece', 'io', 'cerco', 'solo', 'di', 'aiutarla']",essere tra i piedi,idiomatic,"[5, 7, 8, 9]"
8146,it,"La cuoca, mentre aveva il mestolo in mano, assaggiava il sugo con il cucchiaio","['La', 'cuoca', ',', 'mentre', 'aveva', 'il', 'mestolo', 'in', 'mano', ',', 'assaggiava', 'il', 'sugo', 'con', 'il', 'cucchiaio']",Avere il mestolo in mano,literal,[-1]
8147,it,"Ognuno coltivi il proprio orto, basta pensare agli altri!","['Ognuno', 'coltivi', 'il', 'proprio', 'orto', ',', 'basta', 'pensare', 'agli', 'altri', '!']",Coltivare il proprio orto,idiomatic,"[2, 3, 4]"
8148,it,Se avessimo comprato un album ora non avremmo tutte le foto buttate al vento,"['Se', 'avessimo', 'comprato', 'un', 'album', 'ora', 'non', 'avremmo', 'tutte', 'le', 'foto', 'buttate', 'al', 'vento']",Buttare al vento,idiomatic,"[11, 12, 13]"
